$ eslint .
=== test spot batch fetch directly ===
1175 symbols returned:
  RCRCAUSDT  price=14.12
  RAVLUSDT   price=48.96
  RSTMUSDT   price=71.9
  RBMNRUSDT  price=15.07
  RNASAUSDT  price=26.2
  RTERUSDT   price=363.64
  RTTDUSDT   price=19.55
  RIEFAUSDT  price=96.57
  RIEFUSDT   price=93.66
  RIEMGUSDT  price=81.58
  RIAUUSDT   price=77.54
  RIJHUSDT   price=75.44
  RHYSUSDT   price=92.93
  RINCEUSDT  price=67.51
  RHYGUSDT   price=79.67
  RGLTRUSDT  price=185.75
  RITAUSDT   price=239.16
  RGEMIUSDT  price=4.31
  RITOTUSDT  price=165.65
  RFTGCUSDT  price=28.02
  RFSOLUSDT  price=9.22
  RIVVUSDT   price=758.58
  RFLQLUSDT  price=78.25
  RFLHYUSDT  price=24.19
  RIWFUSDT   price=123.92
  RIWMUSDT   price=295.96
  RFIGRUSDT  price=31.89
  RIWNUSDT   price=219.97
  RFIGUSDT   price=21.15
  RFGDLUSDT  price=54.68
  RJAAAUSDT  price=50.56
  RSNXXUSDT  price=28.6
  REFAUSDT   price=104.6
  RMSTZUSDT  price=12.41
  ROIHUSDT   price=377.12
  REEMUSDT   price=66.88
  RQQQMUSDT  price=298.93
  RPAVEUSDT  price=56.69
  RFUSDT     price=13.99
  RECHUSDT   price=40.22
  RPDBCUSDT  price=16.51
  RDEUSDT    price=586.87
  RDGRWUSDT  price=97.02
  RPPLTUSDT  price=14.74
  RWMTUSDT   price=114
  RCVXUSDT   price=176.19
  RDBCUSDT   price=27.36
  RSHYUSDT   price=81.9
  RCLOIUSDT  price=52.75
  RCOPUSDT   price=108.88
  RCLOAUSDT  price=51.84
  RCMGUSDT   price=35.28
  RTIPUSDT   price=108.12
  RCIBRUSDT  price=92.55
  RUSFRUSDT  price=50.42
  RBTGOUSDT  price=5.12
  RBACUSDT   price=59.66
  RAPOUSDT   price=121.1
  RBTGUSDT   price=3.85
  RBLSHUSDT  price=24.49
  RVTIUSDT   price=372.88
  RAMGNUSDT  price=364.07
  RBINCUSDT  price=52.18
  RVTVUSDT   price=219.1
  RADIUSDT   price=395.72
  RAGGUSDT   price=98.13
  RVNQUSDT   price=97.27
  RACNUSDT   price=135.6
  RVXUSUSDT  price=85.49
  RAALUSDT   price=16.98
  RSBETUSDT  price=5.52
  RIGVUSDT   price=92.55
  RABTUSDT   price=94.06
  RBOTZUSDT  price=37.45
  RTMOUSDT   price=526.15
  RBITIUSDT  price=25.15
  RTEMUSDT   price=58.13
  RNOCUSDT   price=539.86
  RBITOUSDT  price=8.71
  RZSUSDT    price=139.44
  RNTESUSDT  price=128.05
  RBLKUSDT   price=1032.21
  RVSXYUSDT  price=77.72
  RMSTUUSDT  price=1.9
  RAEHRUSDT  price=72.8
  RVEEVUSDT  price=190.13
  ROSSUSDT   price=13.98
  RTTWOUSDT  price=243.76
  RXLUUSDT   price=45.38
  RTSEMUSDT  price=222.51
  RXLKUSDT   price=186.12
  RVGTUSDT   price=118.09
  RVPGUSDT   price=111.43
  RVOOUSDT   price=693.53
  RSMHUSDT   price=612.51
  RSGOVUSDT  price=100.51
  RCDNSUSDT  price=384.62
  RPWRUSDT   price=660.52
  RMDTUSDT   price=83.8
  RMARUSDT   price=375.41
  RGSKUSDT   price=52.87
  RTTUSDT    price=479.84
  RHWMUSDT   price=272.16
  RBNYUSDT   price=153
  RCNQUSDT   price=41.88
  RDUKUSDT   price=125.33
  RCMIUSDT   price=669.01
  RGDUSDT    price=373.68
  RURNMUSDT  price=53.92
  RMCKUSDT   price=805.83
  RUPSUSDT   price=112.35
  RGEUSDT    price=359
  RCMEUSDT   price=241.44
  RLINUSDT   price=530.5
  RMARAUSDT  price=12.63
  RPNCUSDT   price=251.92
  RPHUSDT    price=960.81
  RELVUSDT   price=417.42
  RBPUSDT    price=39.1
  RNKEUSDT   price=44.4
  RSYKUSDT   price=328
  RPBRUSDT   price=17.24
  RPGRUSDT   price=230.72
  RHDBUSDT   price=27
  RSNPSUSDT  price=446.03
  RPFEUSDT   price=24.23
  RPGUSDT    price=147.33
  RENBUSDT   price=54.58
  RBXUSDT    price=123.29
  RULUSDT    price=61.86
  RCVSUSDT   price=104.23
  RSBUXUSDT  price=106.1
  RCBUSDT    price=348.59
  RAMTUSDT   price=167
  RBKNGUSDT  price=178.49
  RTMUSDT    price=176.54
  RGRNDUSDT  price=15.97
  RJCIUSDT   price=142.84
  RHDUSDT    price=343.7
  RWMBUSDT   price=75.04
  RLOWUSDT   price=211.75
  RBTIUSDT   price=60.22
  RDHRUSDT   price=199.01
  RCSXUSDT   price=49.48
  RPLDUSDT   price=141.13
  RMNSTUSDT  price=97.5
  RMRKUSDT   price=123.59
  RWELLUSDT  price=231.47
  RMRNAUSDT  price=68.33
  RUSBUSDT   price=62.45
  RIBKRUSDT  price=94.34
  RMTZUSDT   price=377.94
  RISRGUSDT  price=407.72
  RGILDUSDT  price=130.17
  RCMCSAUSDT price=23.61
  RGLWUSDT   price=189.98
  RNIKLUSDT  price=12.97
  RSLBUSDT   price=47.73
  RRIOUSDT   price=90.53
  ROSCRUSDT  price=30.43
  RTJXUSDT   price=151.35
  RAPHUSDT   price=158.91
  RKKRUSDT   price=96.11
  RTDUSDT    price=121.15
  ROXYUSDT   price=52.86
  RSAPUSDT   price=160.75
  RSHELUSDT  price=82.2
  RAEMUSDT   price=146.75
  RPMUSDT    price=181.39
  RNVSUSDT   price=154.05
  RMMMUSDT   price=157.6
  RAZNUSDT   price=171.87
  RMSUSDT    price=222.59
  RPALLUSDT  price=23.24
  RHCAUSDT   price=405.5
  RPCGUSDT   price=17.2
  REBAYUSDT  price=116.99
  RASXUSDT   price=43.02
  RSOUSDT    price=95.48
  RHIMSUSDT  price=34.23
  RTLNUSDT   price=387.25
  RMDLZUSDT  price=58.6
  RTMUSUSDT  price=188
  RTUSDT     price=21.12
  RVZUSDT    price=42.14
  RXOMUSDT   price=138.49
  RNEMUSDT   price=95.27
  RVRTXUSDT  price=487.89
  RWMUSDT    price=233.71
  RMOUSDT    price=71.9
  RREGNUSDT  price=664.01
  RBMYUSDT   price=57.53
  RSEUSDT    price=111.63
  RDALUSDT   price=87.19
  RODFLUSDT  price=227.6
  REAUSDT    price=206.25
  RCTVAUSDT  price=85.81
  RAZOUSDT   price=3058.43
  RROKUSDT   price=472.1
  RLNGUSDT   price=258.03
  RAMEUSDT   price=233.97
  RDVNUSDT   price=42.17
  RMCHPUSDT  price=88.84
  RWPMUSDT   price=109.35
  RETRUSDT   price=115.15
  RFASTUSDT  price=46.61
  RCORUSDT   price=303.53
  REWUSDT    price=92.21
  RAJGUSDT   price=248.63
  RNDAQUSDT  price=88.5
  RPSAUSDT   price=320.06
  RARGXUSDT  price=877.82
  RXELUSDT   price=80.25
  RFLEXUSDT  price=136.03
  RCAHUSDT   price=235.81
  RALLUSDT   price=251.65
  RFANGUSDT  price=181.52
  RADSKUSDT  price=207.81
  RCARRUSDT  price=70.62
  ROUSDT     price=63.28
  RCCJUSDT   price=95.75
  RLHXUSDT   price=294
  RTGTUSDT   price=135
  RTDGUSDT   price=1291.5
  REXCUSDT   price=46.74
  RNUUSDT    price=13.79
  RMSIUSDT   price=422.82
  RHEIUSDT   price=350.9
  RSPGUSDT   price=218.73
  RKEYSUSDT  price=316.09
  RSTTUSDT   price=179.89
  RCRHUSDT   price=104.71
  RDUSDT     price=69.76
  RCLSUSDT   price=361.5
  RNUEUSDT   price=224.89
  RURIUSDT   price=1095.79
  RMDLNUSDT  price=39.82
  RCLUSDT    price=92.24
  RSREUSDT   price=93.79
  RAEPUSDT   price=135.6
  RCTASUSDT  price=180.03
  RAONUSDT   price=356.87
  RAFLUSDT   price=121.98
  RKMIUSDT   price=31.93
  RIDXXUSDT  price=568.35
  RTELUSDT   price=201
  RBSXUSDT   price=44.99
  RFRBTUSDT  price=20.31
  RTFCUSDT   price=51.24
  RMSCIUSDT  price=604.54
  RGWWUSDT   price=1375.76
  RECLUSDT   price=274
  RFERGUSDT  price=227.17
  RAPDUSDT   price=299.34
  RITWUSDT   price=268.93
  RPCARUSDT  price=123.82
  RHUMUSDT   price=391.56
  RRCLUSDT   price=285.78
  RRSGUSDT   price=219.11
  RROSTUSDT  price=222.92
  RCNIUSDT   price=124.41
  RAUUSDT    price=82.55
  RTRVUSDT   price=335.85
  RPSXUSDT   price=188.27
  RORLYUSDT  price=85.75
  RVALEUSDT  price=14.46
  RSHWUSDT   price=333.44
  RGFSUSDT   price=69.17
  RDLRUSDT   price=178.86
  REOGUSDT   price=134.11
  RSUUSDT    price=58.18
  RCCEPUSDT  price=105.89
  RGMUSDT    price=77.92
  RBKRUSDT   price=57.64
  RARESUSDT  price=121.8
  RMPWRUSDT  price=1353.06
  RKDPUSDT   price=31.51
  RFIXUSDT   price=1761.6
  RCIUSDT    price=291.51
  RVLOUSDT   price=280.4
  RBDXUSDT   price=151.99
  RBUSDT     price=36.67
  RMCOUSDT   price=487.95
  RWBDUSDT   price=26.63
  RHLTUSDT   price=335.49
  RMPCUSDT   price=280.01
  REMRUSDT   price=138.9
  RMRSHUSDT  price=178.44
  RICEUSDT   price=135.26
  RFDXUSDT   price=314.1
  RSPCXUSDT  price=145.87
  AVVUSDT    price=0.009031
  OUSDT      price=0.55122
  REUSDT     price=0.57817
  BLUAIUSDT  price=0.01744
  RRXTUSDT   price=5.4
  RSMTCUSDT  price=134.27
  RDXYZUSDT  price=27.56
  RSPMOUSDT  price=153.99
  RAIPOUSDT  price=31.52
  RNVDUSDT   price=4.66
  ARXUSDT    price=0.1781
  RAMPUSDT   price=506.84
  RYUMUSDT   price=163.13
  RDHIUSDT   price=152.22
  RASSTUSDT  price=12.43
  RSCHDUSDT  price=32.41
  RQQQIUSDT  price=56.46
  RSTRCUSDT  price=87.68
  NESUSDT    price=0.24238
  RRAMUSDT   price=17.94
  RPEGUSDT   price=80.56
  RALNYUSDT  price=299.9
  RWCNUSDT   price=170.29
  RAIGUSDT   price=78.95
  RCCIUSDT   price=79.67
  RCSIQUSDT  price=15.01
  RUVXYUSDT  price=23.22
  RAMKRUSDT  price=70.8
  RONUSDT    price=96.03
  RSATAUSDT  price=97.55
  RFWDIUSDT  price=4.22
  RKLACUSDT  price=231.56
  RAVAVUSDT  price=145.39
  EVAAUSDT   price=1.3769
  RSKHYUSDT  price=172.1
=== restart + push ===
✓ up
ain b66a326] Fix: reduceOnly:false rejected + XRP/ADA/DOGE prices not updating
 2 files changed, 6 insertions(+), 4 deletions(-)
To https://github.com/Khaisekabeer/NeuroTrade.git
   b955615..b66a326  main -> main
